,product_type,stay_dt,dow,booking_dt,days_prior,daily_gross_bookings,daily_gross_rev,daily_cxl_bookings,daily_cxl_rev,daily_net_bookings,daily_net_rev,cummulative_gross_bookings,cummulative_gross_rev,cummulative_cxl_bookings,cummulative_cxl_rev,OTB,OTB_rev,OTB_to_be_cxl,OTB_rev_to_be_cxl,OTB_to_survive,OTB_rev_to_survive,day_of_week,dp_range,price,OTB_cxl_rate,day_type,OP_FENC,CORP_BUS,MEM_OTHER,GOV_UNFENC,GROUP,predict_cxl_rate
1,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-08,1,0,0.0,0,0.0,0,0.0,34,4283.1,5,629.1,29,3654.0,0,0.0,29,3654.0,2,1_7,126.0,0.0,0,0,1,0,0,0,0.04751092225650319
2,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-07,2,0,0.0,0,0.0,0,0.0,34,4283.1,5,629.1,29,3654.0,0,0.0,29,3654.0,2,1_7,126.0,0.0,0,0,1,0,0,0,0.05145079391994008
3,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-06,3,0,0.0,1,126.0,-1,-126.0,34,4283.1,5,629.1,29,3654.0,0,0.0,29,3654.0,2,1_7,126.0,0.0,0,0,1,0,0,0,0.055390665583376644
4,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-05,4,4,504.0,0,0.0,4,504.0,34,4283.1,4,503.1,30,3780.0,1,126.0,29,3654.0,2,1_7,126.0,0.0333333333333333,0,0,1,0,0,0,0.05933053724681307
5,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-04,5,0,0.0,0,0.0,0,0.0,30,3779.1,4,503.1,26,3276.0,1,126.0,25,3150.0,2,1_7,126.0,0.0384615384615385,0,0,1,0,0,0,0.06431701942359459
6,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-03,6,2,252.0,1,126.0,1,126.0,30,3779.1,4,503.1,26,3276.0,1,126.0,25,3150.0,2,1_7,126.0,0.0384615384615385,0,0,1,0,0,0,0.06825689108703126
7,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-02,7,2,252.0,0,0.0,2,252.0,28,3527.1,3,377.1,25,3150.0,1,126.0,24,3024.0,2,1_7,126.0,0.04,0,0,1,0,0,0,0.07272006800714036
8,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-04-01,8,0,0.0,0,0.0,0,0.0,26,3275.1,3,377.1,23,2898.0,1,126.0,22,2772.0,2,8_14,126.0,0.0434782608695652,0,0,1,0,0,0,0.07718324492724911
9,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-31,9,0,0.0,0,0.0,0,0.0,26,3275.1,3,377.1,23,2898.0,1,126.0,22,2772.0,2,8_14,126.0,0.0434782608695652,0,0,1,0,0,0,0.08112311659068568
10,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-30,10,6,756.0,0,0.0,6,756.0,26,3275.1,3,377.1,23,2898.0,1,126.0,22,2772.0,2,8_14,126.0,0.0434782608695652,0,0,1,0,0,0,0.08506298825412255
11,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-29,11,1,126.0,0,0.0,1,126.0,20,2519.1,3,377.1,17,2142.0,0,0.0,17,2142.0,2,8_14,126.0,0.0,0,0,1,0,0,0,0.09057277568757617
12,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-28,12,1,125.1,1,125.1,0,0.0,19,2393.1,3,377.1,16,2016.0,0,0.0,16,2016.0,2,8_14,126.0,0.0,0,0,1,0,0,0,0.09477429997934872
13,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-27,13,3,378.0,0,0.0,3,378.0,18,2268.0,2,252.0,16,2016.0,0,0.0,16,2016.0,2,8_14,126.0,0.0,0,0,1,0,0,0,0.09897582427112171
14,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-26,14,0,0.0,0,0.0,0,0.0,15,1890.0,2,252.0,13,1638.0,0,0.0,13,1638.0,2,8_14,126.0,0.0,0,0,1,0,0,0,0.1037006538195668
15,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-25,15,0,0.0,0,0.0,0,0.0,15,1890.0,2,252.0,13,1638.0,0,0.0,13,1638.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.10764052548300347
16,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-24,16,0,0.0,0,0.0,0,0.0,15,1890.0,2,252.0,13,1638.0,0,0.0,13,1638.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.11158039714644023
17,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-23,17,2,252.0,0,0.0,2,252.0,15,1890.0,2,252.0,13,1638.0,0,0.0,13,1638.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.11552026880987666
18,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-22,18,3,378.0,0,0.0,3,378.0,13,1638.0,2,252.0,11,1386.0,0,0.0,11,1386.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.119983445729986
19,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-21,19,1,126.0,1,126.0,0,0.0,10,1260.0,2,252.0,8,1008.0,0,0.0,8,1008.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.12470827527843086
20,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-20,20,3,378.0,0,0.0,3,378.0,9,1134.0,1,126.0,8,1008.0,0,0.0,8,1008.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.1289097995702036
21,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-19,21,0,0.0,0,0.0,0,0.0,6,756.0,1,126.0,5,630.0,0,0.0,5,630.0,2,15_21,126.0,0.0,0,0,1,0,0,0,0.13363462911864893
22,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-18,22,0,0.0,0,0.0,0,0.0,6,756.0,1,126.0,5,630.0,0,0.0,5,630.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.1375745007820855
23,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-17,23,0,0.0,0,0.0,0,0.0,6,756.0,1,126.0,5,630.0,0,0.0,5,630.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.141514372445522
24,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-16,24,0,0.0,0,0.0,0,0.0,6,756.0,1,126.0,5,630.0,0,0.0,5,630.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.14545424410895869
25,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-15,25,3,378.0,0,0.0,3,378.0,6,756.0,1,126.0,5,630.0,0,0.0,5,630.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.14939411577239536
26,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-14,26,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.15411894532084058
27,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-13,27,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.1580588169842772
28,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-12,28,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,22_28,126.0,0.0,0,0,1,0,0,0,0.16199868864771377
29,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-11,29,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,29_32,126.0,0.0,0,0,1,0,0,0,0.16593856031115056
30,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-10,30,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,29_32,126.0,0.0,0,0,1,0,0,0,0.16987843197458707
31,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-09,31,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,29_32,126.0,0.0,0,0,1,0,0,0,0.17381830363802353
32,BUSINESS TRAVEL AGENCIES,2012-04-09,2,2012-03-08,32,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,2,29_32,126.0,0.0,0,0,1,0,0,0,0.17775817530146043
33,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-09,1,1,126.0,0,0.0,1,126.0,36,4590.0,8,1008.0,28,3582.0,0,0.0,28,3582.0,3,1_7,127.92857142857099,0.0,0,0,1,0,0,0,0.04693928064361173
34,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-08,2,0,0.0,0,0.0,0,0.0,35,4464.0,8,1008.0,27,3456.0,0,0.0,27,3456.0,3,1_7,128.0,0.0,0,0,1,0,0,0,0.05113901469996909
35,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-07,3,0,0.0,0,0.0,0,0.0,35,4464.0,8,1008.0,27,3456.0,0,0.0,27,3456.0,3,1_7,128.0,0.0,0,0,1,0,0,0,0.055078886363405646
36,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-06,4,0,0.0,2,252.0,-2,-252.0,35,4464.0,8,1008.0,27,3456.0,0,0.0,27,3456.0,3,1_7,128.0,0.0,0,0,1,0,0,0,0.05901875802684209
37,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-05,5,5,630.0,0,0.0,5,630.0,35,4464.0,6,756.0,29,3708.0,2,252.0,27,3456.0,3,1_7,127.86206896551701,0.0689655172413793,0,0,1,0,0,0,0.06296208669659849
38,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-04,6,4,504.0,2,252.0,2,252.0,30,3834.0,6,756.0,24,3078.0,2,252.0,22,2826.0,3,1_7,128.25,0.0833333333333333,0,0,1,0,0,0,0.06820049867144198
39,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-03,7,2,252.0,1,126.0,1,126.0,26,3330.0,4,504.0,22,2826.0,3,378.0,19,2448.0,3,1_7,128.454545454545,0.136363636363636,0,0,1,0,0,0,0.07318185426498812
40,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-02,8,3,378.0,0,0.0,3,378.0,24,3078.0,3,378.0,21,2700.0,3,378.0,18,2322.0,3,8_14,128.571428571429,0.14285714285714302,0,0,1,0,0,0,0.07764210170896248
41,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-04-01,9,0,0.0,0,0.0,0,0.0,21,2700.0,3,378.0,18,2322.0,1,126.0,17,2196.0,3,8_14,129.0,0.0555555555555556,0,0,1,0,0,0,0.08235618984491451
42,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-31,10,0,0.0,0,0.0,0,0.0,21,2700.0,3,378.0,18,2322.0,1,126.0,17,2196.0,3,8_14,129.0,0.0555555555555556,0,0,1,0,0,0,0.08629606150835119
43,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-30,11,3,396.0,1,126.0,2,270.0,21,2700.0,3,378.0,18,2322.0,1,126.0,17,2196.0,3,8_14,129.0,0.0555555555555556,0,0,1,0,0,0,0.09023593317178784
44,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-29,12,0,0.0,0,0.0,0,0.0,18,2304.0,2,252.0,16,2052.0,1,126.0,15,1926.0,3,8_14,128.25,0.0625,0,0,1,0,0,0,0.09497956019209576
45,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-28,13,0,0.0,0,0.0,0,0.0,18,2304.0,2,252.0,16,2052.0,1,126.0,15,1926.0,3,8_14,128.25,0.0625,0,0,1,0,0,0,0.09891943185553255
46,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-27,14,3,378.0,0,0.0,3,378.0,18,2304.0,2,252.0,16,2052.0,1,126.0,15,1926.0,3,8_14,128.25,0.0625,0,0,1,0,0,0,0.1028593035189692
47,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-26,15,0,0.0,0,0.0,0,0.0,15,1926.0,2,252.0,13,1674.0,1,126.0,12,1548.0,3,15_21,128.769230769231,0.0769230769230769,0,0,1,0,0,0,0.10757111943304766
48,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-25,16,0,0.0,0,0.0,0,0.0,15,1926.0,2,252.0,13,1674.0,1,126.0,12,1548.0,3,15_21,128.769230769231,0.0769230769230769,0,0,1,0,0,0,0.11151099109648423
49,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-24,17,0,0.0,0,0.0,0,0.0,15,1926.0,2,252.0,13,1674.0,1,126.0,12,1548.0,3,15_21,128.769230769231,0.0769230769230769,0,0,1,0,0,0,0.11545086275992074
50,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-23,18,1,126.0,0,0.0,1,126.0,15,1926.0,2,252.0,13,1674.0,1,126.0,12,1548.0,3,15_21,128.769230769231,0.0769230769230769,0,0,1,0,0,0,0.11939073442335753
51,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-22,19,4,540.0,0,0.0,4,540.0,14,1800.0,2,252.0,12,1548.0,1,126.0,11,1422.0,3,15_21,129.0,0.0833333333333333,0,0,1,0,0,0,0.12358647487763398
52,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-21,20,1,126.0,1,126.0,0,0.0,10,1260.0,2,252.0,8,1008.0,1,126.0,7,882.0,3,15_21,126.0,0.125,0,0,1,0,0,0,0.12864814694186738
53,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-20,21,2,252.0,0,0.0,2,252.0,9,1134.0,1,126.0,8,1008.0,1,126.0,7,882.0,3,15_21,126.0,0.125,0,0,1,0,0,0,0.13284967123364028
54,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-19,22,0,0.0,0,0.0,0,0.0,7,882.0,1,126.0,6,756.0,1,126.0,5,630.0,3,22_28,126.0,0.166666666666667,0,0,1,0,0,0,0.13731284815374917
55,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-18,23,0,0.0,0,0.0,0,0.0,7,882.0,1,126.0,6,756.0,1,126.0,5,630.0,3,22_28,126.0,0.166666666666667,0,0,1,0,0,0,0.14125271981718568
56,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-17,24,0,0.0,0,0.0,0,0.0,7,882.0,1,126.0,6,756.0,1,126.0,5,630.0,3,22_28,126.0,0.166666666666667,0,0,1,0,0,0,0.14519259148062258
57,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-16,25,0,0.0,0,0.0,0,0.0,7,882.0,1,126.0,6,756.0,1,126.0,5,630.0,3,22_28,126.0,0.166666666666667,0,0,1,0,0,0,0.14913246314405915
58,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-15,26,4,504.0,0,0.0,4,504.0,7,882.0,1,126.0,6,756.0,1,126.0,5,630.0,3,22_28,126.0,0.166666666666667,0,0,1,0,0,0,0.15307233480749588
59,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-14,27,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,22_28,126.0,0.0,0,0,1,0,0,0,0.1580588169842772
60,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-13,28,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,22_28,126.0,0.0,0,0,1,0,0,0,0.16199868864771377
61,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-12,29,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,29_32,126.0,0.0,0,0,1,0,0,0,0.16593856031115056
62,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-11,30,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,29_32,126.0,0.0,0,0,1,0,0,0,0.16987843197458707
63,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-10,31,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,29_32,126.0,0.0,0,0,1,0,0,0,0.17381830363802353
64,BUSINESS TRAVEL AGENCIES,2012-04-10,3,2012-03-09,32,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,0,0.0,2,252.0,3,29_32,126.0,0.0,0,0,1,0,0,0,0.17775817530146043
65,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-10,1,0,0.0,0,0.0,0,0.0,22,3469.0,7,1080.0,15,2389.0,0,0.0,15,2389.0,4,1_7,159.266666666667,0.0,0,0,1,0,0,0,0.04981698148901191
66,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-09,2,0,0.0,0,0.0,0,0.0,22,3469.0,7,1080.0,15,2389.0,0,0.0,15,2389.0,4,1_7,159.266666666667,0.0,0,0,1,0,0,0,0.0537568531524487
67,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-08,3,0,0.0,0,0.0,0,0.0,22,3469.0,7,1080.0,15,2389.0,0,0.0,15,2389.0,4,1_7,159.266666666667,0.0,0,0,1,0,0,0,0.05769672481588525
68,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-07,4,0,0.0,0,0.0,0,0.0,22,3469.0,7,1080.0,15,2389.0,0,0.0,15,2389.0,4,1_7,159.266666666667,0.0,0,0,1,0,0,0,0.061636596479321695
69,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-06,5,2,432.0,0,0.0,2,432.0,22,3469.0,7,1080.0,15,2389.0,0,0.0,15,2389.0,4,1_7,159.266666666667,0.0,0,0,1,0,0,0,0.06557646814275858
70,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-05,6,1,126.0,0,0.0,1,126.0,20,3037.0,7,1080.0,13,1957.0,0,0.0,13,1957.0,4,1_7,150.538461538462,0.0,0,0,1,0,0,0,0.0702584026499506
71,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-04,7,1,216.0,2,342.0,-1,-126.0,19,2911.0,7,1080.0,12,1831.0,0,0.0,12,1831.0,4,1_7,152.583333333333,0.0,0,0,1,0,0,0,0.07440867571501991
72,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-03,8,1,126.0,1,126.0,0,0.0,18,2695.0,5,738.0,13,1957.0,1,126.0,12,1831.0,4,8_14,150.538461538462,0.0769230769230769,0,0,1,0,0,0,0.07866145123349613
73,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-02,9,5,990.0,1,216.0,4,774.0,17,2569.0,4,612.0,13,1957.0,1,126.0,12,1831.0,4,8_14,150.538461538462,0.0769230769230769,0,0,1,0,0,0,0.08286297552526901
74,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-04-01,10,0,0.0,0,0.0,0,0.0,12,1579.0,3,396.0,9,1183.0,1,126.0,8,1057.0,4,8_14,131.444444444444,0.111111111111111,0,0,1,0,0,0,0.0885896693291565
75,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-31,11,0,0.0,0,0.0,0,0.0,12,1579.0,3,396.0,9,1183.0,1,126.0,8,1057.0,4,8_14,131.444444444444,0.111111111111111,0,0,1,0,0,0,0.09252954099259306
76,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-30,12,0,0.0,0,0.0,0,0.0,12,1579.0,3,396.0,9,1183.0,1,126.0,8,1057.0,4,8_14,131.444444444444,0.111111111111111,0,0,1,0,0,0,0.09646941265602961
77,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-29,13,1,144.0,1,144.0,0,0.0,12,1579.0,3,396.0,9,1183.0,1,126.0,8,1057.0,4,8_14,131.444444444444,0.111111111111111,0,0,1,0,0,0,0.10040928431946629
78,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-28,14,3,427.0,0,0.0,3,427.0,11,1435.0,2,252.0,9,1183.0,2,270.0,7,913.0,4,8_14,131.444444444444,0.222222222222222,0,0,1,0,0,0,0.10461080861123905
79,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-27,15,1,126.0,0,0.0,1,126.0,8,1008.0,2,252.0,6,756.0,1,126.0,5,630.0,4,15_21,126.0,0.166666666666667,0,0,1,0,0,0,0.10947209388135672
80,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-26,16,0,0.0,0,0.0,0,0.0,7,882.0,2,252.0,5,630.0,1,126.0,4,504.0,4,15_21,126.0,0.2,0,0,1,0,0,0,0.11367361817312939
81,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-25,17,0,0.0,0,0.0,0,0.0,7,882.0,2,252.0,5,630.0,1,126.0,4,504.0,4,15_21,126.0,0.2,0,0,1,0,0,0,0.11761348983656596
82,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-24,18,0,0.0,0,0.0,0,0.0,7,882.0,2,252.0,5,630.0,1,126.0,4,504.0,4,15_21,126.0,0.2,0,0,1,0,0,0,0.12155336150000283
83,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-23,19,1,126.0,0,0.0,1,126.0,7,882.0,2,252.0,5,630.0,1,126.0,4,504.0,4,15_21,126.0,0.2,0,0,1,0,0,0,0.12549323316343935
84,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-22,20,1,126.0,0,0.0,1,126.0,6,756.0,2,252.0,4,504.0,1,126.0,3,378.0,4,15_21,126.0,0.25,0,0,1,0,0,0,0.12969475745521214
85,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-21,21,2,252.0,1,126.0,1,126.0,5,630.0,2,252.0,3,378.0,1,126.0,2,252.0,4,15_21,126.0,0.33333333333333304,0,0,1,0,0,0,0.13389628174698515
86,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-20,22,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.13835945866709387
87,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-19,23,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.14229933033053055
88,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-18,24,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.14623920199396723
89,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-17,25,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.1501790736574039
90,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-16,26,0,0.0,0,0.0,0,0.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.15411894532084058
91,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-15,27,1,126.0,0,0.0,1,126.0,3,378.0,1,126.0,2,252.0,1,126.0,1,126.0,4,22_28,126.0,0.5,0,0,1,0,0,0,0.1580588169842772
92,BUSINESS TRAVEL AGENCIES,2012-04-11,4,2012-03-14,28,1,126.0,0,0.0,1,126.0,2,252.0,1,126.0,1,126.0,0,0.0,1,126.0,4,22_28,126.0,0.0,0,0,1,0,0,0,0.16226034127604988
93,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-11,1,0,0.0,0,0.0,0,0.0,8,1237.0,3,486.0,5,751.0,0,0.0,5,751.0,5,1_7,150.2,0.0,0,0,1,0,0,0,0.05370735883446255
94,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-10,2,0,0.0,0,0.0,0,0.0,8,1237.0,3,486.0,5,751.0,0,0.0,5,751.0,5,1_7,150.2,0.0,0,0,1,0,0,0,0.05764723049789934
95,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-09,3,1,126.0,0,0.0,1,126.0,8,1237.0,3,486.0,5,751.0,0,0.0,5,751.0,5,1_7,150.2,0.0,0,0,1,0,0,0,0.061587102161335894
96,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-08,4,0,0.0,0,0.0,0,0.0,7,1111.0,3,486.0,4,625.0,0,0.0,4,625.0,5,1_7,156.25,0.0,0,0,1,0,0,0,0.06563699351341318
97,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-07,5,0,0.0,0,0.0,0,0.0,7,1111.0,3,486.0,4,625.0,0,0.0,4,625.0,5,1_7,156.25,0.0,0,0,1,0,0,0,0.06957686517685006
98,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-06,6,0,0.0,0,0.0,0,0.0,7,1111.0,3,486.0,4,625.0,0,0.0,4,625.0,5,1_7,156.25,0.0,0,0,1,0,0,0,0.07351673684028662
99,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-05,7,1,126.0,0,0.0,1,126.0,7,1111.0,3,486.0,4,625.0,0,0.0,4,625.0,5,1_7,156.25,0.0,0,0,1,0,0,0,0.0774566085037234
100,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-04,8,0,0.0,0,0.0,0,0.0,6,985.0,3,486.0,3,499.0,0,0.0,3,499.0,5,8_14,166.333333333333,0.0,0,0,1,0,0,0,0.08140541122933745
101,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-03,9,0,0.0,0,0.0,0,0.0,6,985.0,3,486.0,3,499.0,0,0.0,3,499.0,5,8_14,166.333333333333,0.0,0,0,1,0,0,0,0.0853452828927741
102,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-02,10,2,432.0,1,216.0,1,216.0,6,985.0,3,486.0,3,499.0,0,0.0,3,499.0,5,8_14,166.333333333333,0.0,0,0,1,0,0,0,0.08928515455621078
103,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-04-01,11,0,0.0,0,0.0,0,0.0,4,553.0,2,270.0,2,283.0,0,0.0,2,283.0,5,8_14,141.5,0.0,0,0,1,0,0,0,0.09437073665578528
104,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-03-31,12,0,0.0,0,0.0,0,0.0,4,553.0,2,270.0,2,283.0,0,0.0,2,283.0,5,8_14,141.5,0.0,0,0,1,0,0,0,0.09831060831922174
105,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-03-30,13,0,0.0,0,0.0,0,0.0,4,553.0,2,270.0,2,283.0,0,0.0,2,283.0,5,8_14,141.5,0.0,0,0,1,0,0,0,0.10225047998265852
106,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-03-29,14,0,0.0,1,144.0,-1,-144.0,4,553.0,2,270.0,2,283.0,0,0.0,2,283.0,5,8_14,141.5,0.0,0,0,1,0,0,0,0.10619035164609507
107,BUSINESS TRAVEL AGENCIES,2012-04-12,5,2012-03-28,15,3,427.0,0,0.0,3,427.0,4,553.0,1,126.0,3,427.0,1,144.0,2,283.0,5,15_21,142.333333333333,0.33333333333333304,0,0,1,0,0,0,0.11010933722968382
108,BUSINESS TRAVEL AGENCIES,2012-04-13,6,2012-04-12,1,0,0.0,0,0.0,0,0.0,3,324.0,2,234.0,1,90.0,0,0.0,1,90.0,6,1_7,90.0,0.0,1,0,1,0,0,0,0.043211994484002716
109,BUSINESS TRAVEL AGENCIES,2012-04-13,6,2012-04-11,2,0,0.0,0,0.0,0,0.0,3,324.0,2,234.0,1,90.0,0,0.0,1,90.0,6,1_7,90.0,0.0,1,0,1,0,0,0,0.04419509565876424
