"","product_type","stay_dt","dow","booking_dt","days_prior","daily_gross_bookings","daily_gross_rev","daily_cxl_bookings","daily_cxl_rev","daily_net_bookings","daily_net_rev","cummulative_gross_bookings","cummulative_gross_rev","cummulative_cxl_bookings","cummulative_cxl_rev","OTB","OTB_rev","OTB_to_be_cxl","OTB_rev_to_be_cxl","OTB_to_survive","OTB_rev_to_survive","day_of_week","dp_range","price","OTB_cxl_rate","day_type","OP_FENC","CORP_BUS","MEM_OTHER","GOV_UNFENC","GROUP"
"5742","FENCED",2012-04-06,6,2012-03-21,16,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5743","FENCED",2012-04-06,6,2012-03-20,17,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5744","FENCED",2012-04-06,6,2012-03-19,18,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5745","FENCED",2012-04-06,6,2012-03-18,19,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5746","FENCED",2012-04-06,6,2012-03-17,20,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5747","FENCED",2012-04-06,6,2012-03-16,21,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","15_21",103.93,0,1,1,0,0,0,0
"5748","FENCED",2012-04-06,6,2012-03-15,22,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5749","FENCED",2012-04-06,6,2012-03-14,23,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5750","FENCED",2012-04-06,6,2012-03-13,24,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5751","FENCED",2012-04-06,6,2012-03-12,25,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5752","FENCED",2012-04-06,6,2012-03-11,26,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5753","FENCED",2012-04-06,6,2012-03-10,27,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5754","FENCED",2012-04-06,6,2012-03-09,28,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","22_28",103.93,0,1,1,0,0,0,0
"5755","FENCED",2012-04-06,6,2012-03-08,29,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","29_32",103.93,0,1,1,0,0,0,0
"5756","FENCED",2012-04-06,6,2012-03-07,30,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","29_32",103.93,0,1,1,0,0,0,0
"5757","FENCED",2012-04-06,6,2012-03-06,31,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","29_32",103.93,0,1,1,0,0,0,0
"5758","FENCED",2012-04-06,6,2012-03-05,32,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"6","29_32",103.93,0,1,1,0,0,0,0
"5759","FENCED",2012-04-07,7,2012-04-06,1,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5760","FENCED",2012-04-07,7,2012-04-05,2,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5761","FENCED",2012-04-07,7,2012-04-04,3,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5762","FENCED",2012-04-07,7,2012-04-03,4,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5763","FENCED",2012-04-07,7,2012-04-02,5,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5764","FENCED",2012-04-07,7,2012-04-01,6,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5765","FENCED",2012-04-07,7,2012-03-31,7,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","1_7",100.086666666667,0,1,1,0,0,0,0
"5766","FENCED",2012-04-07,7,2012-03-30,8,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","8_14",100.086666666667,0,1,1,0,0,0,0
"5767","FENCED",2012-04-07,7,2012-03-29,9,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","8_14",100.086666666667,0,1,1,0,0,0,0
"5768","FENCED",2012-04-07,7,2012-03-28,10,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","8_14",100.086666666667,0,1,1,0,0,0,0
"5769","FENCED",2012-04-07,7,2012-03-27,11,0,0,0,0,0,0,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","8_14",100.086666666667,0,1,1,0,0,0,0
"5770","FENCED",2012-04-07,7,2012-03-26,12,1,106,0,0,1,106,15,1501.3,0,0,15,1501.3,0,0,15,1501.3,"7","8_14",100.086666666667,0,1,1,0,0,0,0
"5771","FENCED",2012-04-07,7,2012-03-25,13,0,0,0,0,0,0,14,1395.3,0,0,14,1395.3,0,0,14,1395.3,"7","8_14",99.6642857142857,0,1,1,0,0,0,0
"5772","FENCED",2012-04-07,7,2012-03-24,14,0,0,0,0,0,0,14,1395.3,0,0,14,1395.3,0,0,14,1395.3,"7","8_14",99.6642857142857,0,1,1,0,0,0,0
"5773","FENCED",2012-04-07,7,2012-03-23,15,2,178,0,0,2,178,14,1395.3,0,0,14,1395.3,0,0,14,1395.3,"7","15_21",99.6642857142857,0,1,1,0,0,0,0
"5774","FENCED",2012-04-07,7,2012-03-22,16,2,178,0,0,2,178,12,1217.3,0,0,12,1217.3,0,0,12,1217.3,"7","15_21",101.441666666667,0,1,1,0,0,0,0
"5775","FENCED",2012-04-07,7,2012-03-21,17,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","15_21",103.93,0,1,1,0,0,0,0
"5776","FENCED",2012-04-07,7,2012-03-20,18,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","15_21",103.93,0,1,1,0,0,0,0
"5777","FENCED",2012-04-07,7,2012-03-19,19,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","15_21",103.93,0,1,1,0,0,0,0
"5778","FENCED",2012-04-07,7,2012-03-18,20,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","15_21",103.93,0,1,1,0,0,0,0
"5779","FENCED",2012-04-07,7,2012-03-17,21,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","15_21",103.93,0,1,1,0,0,0,0
"5780","FENCED",2012-04-07,7,2012-03-16,22,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5781","FENCED",2012-04-07,7,2012-03-15,23,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5782","FENCED",2012-04-07,7,2012-03-14,24,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5783","FENCED",2012-04-07,7,2012-03-13,25,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5784","FENCED",2012-04-07,7,2012-03-12,26,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5785","FENCED",2012-04-07,7,2012-03-11,27,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5786","FENCED",2012-04-07,7,2012-03-10,28,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","22_28",103.93,0,1,1,0,0,0,0
"5787","FENCED",2012-04-07,7,2012-03-09,29,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","29_32",103.93,0,1,1,0,0,0,0
"5788","FENCED",2012-04-07,7,2012-03-08,30,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","29_32",103.93,0,1,1,0,0,0,0
"5789","FENCED",2012-04-07,7,2012-03-07,31,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","29_32",103.93,0,1,1,0,0,0,0
"5790","FENCED",2012-04-07,7,2012-03-06,32,0,0,0,0,0,0,10,1039.3,0,0,10,1039.3,0,0,10,1039.3,"7","29_32",103.93,0,1,1,0,0,0,0
"5791","FENCED",2012-04-08,1,2012-04-07,1,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5792","FENCED",2012-04-08,1,2012-04-06,2,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5793","FENCED",2012-04-08,1,2012-04-05,3,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5794","FENCED",2012-04-08,1,2012-04-04,4,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5795","FENCED",2012-04-08,1,2012-04-03,5,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5796","FENCED",2012-04-08,1,2012-04-02,6,0,0,0,0,0,0,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5797","FENCED",2012-04-08,1,2012-04-01,7,2,248,0,0,2,248,5,656,1,124,4,532,0,0,4,532,"1","1_7",133,0,1,1,0,0,0,0
"5798","FENCED",2012-04-08,1,2012-03-31,8,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5799","FENCED",2012-04-08,1,2012-03-30,9,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5800","FENCED",2012-04-08,1,2012-03-29,10,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5801","FENCED",2012-04-08,1,2012-03-28,11,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5802","FENCED",2012-04-08,1,2012-03-27,12,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5803","FENCED",2012-04-08,1,2012-03-26,13,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5804","FENCED",2012-04-08,1,2012-03-25,14,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","8_14",142,0,1,1,0,0,0,0
"5805","FENCED",2012-04-08,1,2012-03-24,15,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5806","FENCED",2012-04-08,1,2012-03-23,16,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5807","FENCED",2012-04-08,1,2012-03-22,17,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5808","FENCED",2012-04-08,1,2012-03-21,18,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5809","FENCED",2012-04-08,1,2012-03-20,19,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5810","FENCED",2012-04-08,1,2012-03-19,20,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5811","FENCED",2012-04-08,1,2012-03-18,21,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","15_21",142,0,1,1,0,0,0,0
"5812","FENCED",2012-04-08,1,2012-03-17,22,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5813","FENCED",2012-04-08,1,2012-03-16,23,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5814","FENCED",2012-04-08,1,2012-03-15,24,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5815","FENCED",2012-04-08,1,2012-03-14,25,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5816","FENCED",2012-04-08,1,2012-03-13,26,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5817","FENCED",2012-04-08,1,2012-03-12,27,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5818","FENCED",2012-04-08,1,2012-03-11,28,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","22_28",142,0,1,1,0,0,0,0
"5819","FENCED",2012-04-08,1,2012-03-10,29,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","29_32",142,0,1,1,0,0,0,0
"5820","FENCED",2012-04-08,1,2012-03-09,30,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","29_32",142,0,1,1,0,0,0,0
"5821","FENCED",2012-04-08,1,2012-03-08,31,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","29_32",142,0,1,1,0,0,0,0
"5822","FENCED",2012-04-08,1,2012-03-07,32,0,0,0,0,0,0,3,408,1,124,2,284,0,0,2,284,"1","29_32",142,0,1,1,0,0,0,0
"5823","GOVERNMENT",2012-02-01,4,2012-01-31,1,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"4","1_7",133,0,0,0,0,0,1,0
"5824","GOVERNMENT",2012-02-01,4,2012-01-30,2,4,532,0,0,4,532,8,1064,0,0,8,1064,0,0,8,1064,"4","1_7",133,0,0,0,0,0,1,0
"5825","GOVERNMENT",2012-02-01,4,2012-01-29,3,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","1_7",133,0,0,0,0,0,1,0
"5826","GOVERNMENT",2012-02-01,4,2012-01-28,4,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","1_7",133,0,0,0,0,0,1,0
"5827","GOVERNMENT",2012-02-01,4,2012-01-27,5,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","1_7",133,0,0,0,0,0,1,0
"5828","GOVERNMENT",2012-02-01,4,2012-01-26,6,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","1_7",133,0,0,0,0,0,1,0
"5829","GOVERNMENT",2012-02-01,4,2012-01-25,7,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","1_7",133,0,0,0,0,0,1,0
"5830","GOVERNMENT",2012-02-01,4,2012-01-24,8,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5831","GOVERNMENT",2012-02-01,4,2012-01-23,9,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5832","GOVERNMENT",2012-02-01,4,2012-01-22,10,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5833","GOVERNMENT",2012-02-01,4,2012-01-21,11,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5834","GOVERNMENT",2012-02-01,4,2012-01-20,12,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5835","GOVERNMENT",2012-02-01,4,2012-01-19,13,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5836","GOVERNMENT",2012-02-01,4,2012-01-18,14,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","8_14",133,0,0,0,0,0,1,0
"5837","GOVERNMENT",2012-02-01,4,2012-01-17,15,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5838","GOVERNMENT",2012-02-01,4,2012-01-16,16,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5839","GOVERNMENT",2012-02-01,4,2012-01-15,17,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5840","GOVERNMENT",2012-02-01,4,2012-01-14,18,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5841","GOVERNMENT",2012-02-01,4,2012-01-13,19,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5842","GOVERNMENT",2012-02-01,4,2012-01-12,20,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5843","GOVERNMENT",2012-02-01,4,2012-01-11,21,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","15_21",133,0,0,0,0,0,1,0
"5844","GOVERNMENT",2012-02-01,4,2012-01-10,22,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5845","GOVERNMENT",2012-02-01,4,2012-01-09,23,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5846","GOVERNMENT",2012-02-01,4,2012-01-08,24,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5847","GOVERNMENT",2012-02-01,4,2012-01-07,25,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5848","GOVERNMENT",2012-02-01,4,2012-01-06,26,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5849","GOVERNMENT",2012-02-01,4,2012-01-05,27,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5850","GOVERNMENT",2012-02-01,4,2012-01-04,28,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","22_28",133,0,0,0,0,0,1,0
"5851","GOVERNMENT",2012-02-01,4,2012-01-03,29,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","29_32",133,0,0,0,0,0,1,0
"5852","GOVERNMENT",2012-02-01,4,2012-01-02,30,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","29_32",133,0,0,0,0,0,1,0
"5853","GOVERNMENT",2012-02-01,4,2012-01-01,31,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","29_32",133,0,0,0,0,0,1,0
"5854","GOVERNMENT",2012-02-01,4,2011-12-31,32,0,0,0,0,0,0,4,532,0,0,4,532,0,0,4,532,"4","29_32",133,0,0,0,0,0,1,0
"5855","GOVERNMENT",2012-02-02,5,2012-02-01,1,1,178,0,0,1,178,11,1508,0,0,11,1508,1,89,10,1419,"5","1_7",137.090909090909,0.0909090909090909,0,0,0,0,1,0
"5856","GOVERNMENT",2012-02-02,5,2012-01-31,2,0,0,0,0,0,0,10,1330,0,0,10,1330,0,0,10,1330,"5","1_7",133,0,0,0,0,0,1,0
"5857","GOVERNMENT",2012-02-02,5,2012-01-30,3,2,266,0,0,2,266,10,1330,0,0,10,1330,0,0,10,1330,"5","1_7",133,0,0,0,0,0,1,0
"5858","GOVERNMENT",2012-02-02,5,2012-01-29,4,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","1_7",133,0,0,0,0,0,1,0
"5859","GOVERNMENT",2012-02-02,5,2012-01-28,5,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","1_7",133,0,0,0,0,0,1,0
"5860","GOVERNMENT",2012-02-02,5,2012-01-27,6,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","1_7",133,0,0,0,0,0,1,0
"5861","GOVERNMENT",2012-02-02,5,2012-01-26,7,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","1_7",133,0,0,0,0,0,1,0
"5862","GOVERNMENT",2012-02-02,5,2012-01-25,8,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5863","GOVERNMENT",2012-02-02,5,2012-01-24,9,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5864","GOVERNMENT",2012-02-02,5,2012-01-23,10,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5865","GOVERNMENT",2012-02-02,5,2012-01-22,11,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5866","GOVERNMENT",2012-02-02,5,2012-01-21,12,0,0,0,0,0,0,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5867","GOVERNMENT",2012-02-02,5,2012-01-20,13,3,399,0,0,3,399,8,1064,0,0,8,1064,0,0,8,1064,"5","8_14",133,0,0,0,0,0,1,0
"5868","GOVERNMENT",2012-02-02,5,2012-01-19,14,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","8_14",133,0,0,0,0,0,1,0
"5869","GOVERNMENT",2012-02-02,5,2012-01-18,15,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5870","GOVERNMENT",2012-02-02,5,2012-01-17,16,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5871","GOVERNMENT",2012-02-02,5,2012-01-16,17,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5872","GOVERNMENT",2012-02-02,5,2012-01-15,18,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5873","GOVERNMENT",2012-02-02,5,2012-01-14,19,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5874","GOVERNMENT",2012-02-02,5,2012-01-13,20,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5875","GOVERNMENT",2012-02-02,5,2012-01-12,21,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","15_21",133,0,0,0,0,0,1,0
"5876","GOVERNMENT",2012-02-02,5,2012-01-11,22,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5877","GOVERNMENT",2012-02-02,5,2012-01-10,23,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5878","GOVERNMENT",2012-02-02,5,2012-01-09,24,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5879","GOVERNMENT",2012-02-02,5,2012-01-08,25,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5880","GOVERNMENT",2012-02-02,5,2012-01-07,26,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5881","GOVERNMENT",2012-02-02,5,2012-01-06,27,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5882","GOVERNMENT",2012-02-02,5,2012-01-05,28,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","22_28",133,0,0,0,0,0,1,0
"5883","GOVERNMENT",2012-02-02,5,2012-01-04,29,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","29_32",133,0,0,0,0,0,1,0
"5884","GOVERNMENT",2012-02-02,5,2012-01-03,30,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","29_32",133,0,0,0,0,0,1,0
"5885","GOVERNMENT",2012-02-02,5,2012-01-02,31,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","29_32",133,0,0,0,0,0,1,0
"5886","GOVERNMENT",2012-02-02,5,2012-01-01,32,0,0,0,0,0,0,5,665,0,0,5,665,0,0,5,665,"5","29_32",133,0,0,0,0,0,1,0
"5887","GOVERNMENT",2012-02-03,6,2012-02-02,1,0,0,1,89,-1,-89,7,976,1,89,6,887,0,0,6,887,"6","1_7",147.833333333333,0,1,0,0,0,1,0
"5888","GOVERNMENT",2012-02-03,6,2012-02-01,2,1,178,0,0,1,178,7,976,0,0,7,976,1,89,6,887,"6","1_7",139.428571428571,0.142857142857143,1,0,0,0,1,0
"5889","GOVERNMENT",2012-02-03,6,2012-01-31,3,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","1_7",133,0,1,0,0,0,1,0
"5890","GOVERNMENT",2012-02-03,6,2012-01-30,4,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","1_7",133,0,1,0,0,0,1,0
"5891","GOVERNMENT",2012-02-03,6,2012-01-29,5,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","1_7",133,0,1,0,0,0,1,0
"5892","GOVERNMENT",2012-02-03,6,2012-01-28,6,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","1_7",133,0,1,0,0,0,1,0
"5893","GOVERNMENT",2012-02-03,6,2012-01-27,7,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","1_7",133,0,1,0,0,0,1,0
"5894","GOVERNMENT",2012-02-03,6,2012-01-26,8,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","8_14",133,0,1,0,0,0,1,0
"5895","GOVERNMENT",2012-02-03,6,2012-01-25,9,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","8_14",133,0,1,0,0,0,1,0
"5896","GOVERNMENT",2012-02-03,6,2012-01-24,10,0,0,0,0,0,0,6,798,0,0,6,798,0,0,6,798,"6","8_14",133,0,1,0,0,0,1,0
