"","product_type","stay_dt","dow","booking_dt","days_prior","daily_gross_bookings","daily_gross_rev","daily_cxl_bookings","daily_cxl_rev","daily_net_bookings","daily_net_rev","cummulative_gross_bookings","cummulative_gross_rev","cummulative_cxl_bookings","cummulative_cxl_rev","OTB","OTB_rev","OTB_to_be_cxl","OTB_rev_to_be_cxl","OTB_to_survive","OTB_rev_to_survive","day_of_week","dp_range","price","OTB_cxl_rate","day_type","OP_FENC","CORP_BUS","MEM_OTHER","GOV_UNFENC","GROUP"
"1","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-31,1,0,0,0,0,0,0,32,4599,3,405,29,4194,0,0,29,4194,"4","1_7",144.620689655172,0,0,0,1,0,0,0
"2","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-30,2,7,1125,1,153,6,972,32,4599,3,405,29,4194,0,0,29,4194,"4","1_7",144.620689655172,0,0,0,1,0,0,0
"3","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-29,3,0,0,0,0,0,0,25,3474,2,252,23,3222,1,153,22,3069,"4","1_7",140.086956521739,0.0434782608695652,0,0,1,0,0,0
"4","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-28,4,0,0,0,0,0,0,25,3474,2,252,23,3222,1,153,22,3069,"4","1_7",140.086956521739,0.0434782608695652,0,0,1,0,0,0
"5","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-27,5,2,252,2,252,0,0,25,3474,2,252,23,3222,1,153,22,3069,"4","1_7",140.086956521739,0.0434782608695652,0,0,1,0,0,0
"6","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-26,6,0,0,0,0,0,0,23,3222,0,0,23,3222,2,279,21,2943,"4","1_7",140.086956521739,0.0869565217391304,0,0,1,0,0,0
"7","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-25,7,3,459,0,0,3,459,23,3222,0,0,23,3222,2,279,21,2943,"4","1_7",140.086956521739,0.0869565217391304,0,0,1,0,0,0
"8","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-24,8,0,0,0,0,0,0,20,2763,0,0,20,2763,2,279,18,2484,"4","8_14",138.15,0.1,0,0,1,0,0,0
"9","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-23,9,1,153,0,0,1,153,20,2763,0,0,20,2763,2,279,18,2484,"4","8_14",138.15,0.1,0,0,1,0,0,0
"10","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-22,10,0,0,0,0,0,0,19,2610,0,0,19,2610,2,279,17,2331,"4","8_14",137.368421052632,0.105263157894737,0,0,1,0,0,0
"11","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-21,11,0,0,0,0,0,0,19,2610,0,0,19,2610,2,279,17,2331,"4","8_14",137.368421052632,0.105263157894737,0,0,1,0,0,0
"12","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-20,12,1,153,0,0,1,153,19,2610,0,0,19,2610,2,279,17,2331,"4","8_14",137.368421052632,0.105263157894737,0,0,1,0,0,0
"13","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-19,13,1,126,0,0,1,126,18,2457,0,0,18,2457,2,279,16,2178,"4","8_14",136.5,0.111111111111111,0,0,1,0,0,0
"14","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-18,14,0,0,0,0,0,0,17,2331,0,0,17,2331,1,153,16,2178,"4","8_14",137.117647058824,0.0588235294117647,0,0,1,0,0,0
"15","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-17,15,2,306,0,0,2,306,17,2331,0,0,17,2331,1,153,16,2178,"4","15_21",137.117647058824,0.0588235294117647,0,0,1,0,0,0
"16","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-16,16,1,153,0,0,1,153,15,2025,0,0,15,2025,1,153,14,1872,"4","15_21",135,0.0666666666666667,0,0,1,0,0,0
"17","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-15,17,0,0,0,0,0,0,14,1872,0,0,14,1872,1,153,13,1719,"4","15_21",133.714285714286,0.0714285714285714,0,0,1,0,0,0
"18","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-14,18,0,0,0,0,0,0,14,1872,0,0,14,1872,1,153,13,1719,"4","15_21",133.714285714286,0.0714285714285714,0,0,1,0,0,0
"19","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-13,19,10,1287,0,0,10,1287,14,1872,0,0,14,1872,1,153,13,1719,"4","15_21",133.714285714286,0.0714285714285714,0,0,1,0,0,0
"20","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-12,20,0,0,0,0,0,0,4,585,0,0,4,585,1,153,3,432,"4","15_21",146.25,0.25,0,0,1,0,0,0
"21","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-11,21,1,126,0,0,1,126,4,585,0,0,4,585,1,153,3,432,"4","15_21",146.25,0.25,0,0,1,0,0,0
"22","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-10,22,2,306,0,0,2,306,3,459,0,0,3,459,1,153,2,306,"4","22_28",153,0.333333333333333,0,0,1,0,0,0
"23","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-09,23,1,153,0,0,1,153,1,153,0,0,1,153,1,153,0,0,"4","22_28",153,1,0,0,1,0,0,0
"24","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-02-01,1,1,153,0,0,1,153,13,2250,0,0,13,2250,0,0,13,2250,"5","1_7",173.076923076923,0,0,0,1,0,0,0
"25","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-31,2,1,153,0,0,1,153,12,2097,0,0,12,2097,0,0,12,2097,"5","1_7",174.75,0,0,0,1,0,0,0
"26","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-30,3,0,0,0,0,0,0,11,1944,0,0,11,1944,0,0,11,1944,"5","1_7",176.727272727273,0,0,0,1,0,0,0
"27","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-29,4,0,0,0,0,0,0,11,1944,0,0,11,1944,0,0,11,1944,"5","1_7",176.727272727273,0,0,0,1,0,0,0
"28","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-28,5,0,0,0,0,0,0,11,1944,0,0,11,1944,0,0,11,1944,"5","1_7",176.727272727273,0,0,0,1,0,0,0
"29","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-27,6,0,0,0,0,0,0,11,1944,0,0,11,1944,0,0,11,1944,"5","1_7",176.727272727273,0,0,0,1,0,0,0
"30","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-26,7,6,1026,0,0,6,1026,11,1944,0,0,11,1944,0,0,11,1944,"5","1_7",176.727272727273,0,0,0,1,0,0,0
"31","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-25,8,2,306,0,0,2,306,5,918,0,0,5,918,0,0,5,918,"5","8_14",183.6,0,0,0,1,0,0,0
"32","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-24,9,2,486,0,0,2,486,3,612,0,0,3,612,0,0,3,612,"5","8_14",204,0,0,0,1,0,0,0
"33","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-23,10,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","8_14",126,0,0,0,1,0,0,0
"34","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-22,11,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","8_14",126,0,0,0,1,0,0,0
"35","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-21,12,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","8_14",126,0,0,0,1,0,0,0
"36","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-20,13,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","8_14",126,0,0,0,1,0,0,0
"37","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-19,14,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","8_14",126,0,0,0,1,0,0,0
"38","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-18,15,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"39","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-17,16,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"40","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-16,17,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"41","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-15,18,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"42","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-14,19,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"43","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-13,20,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"44","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-12,21,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"5","15_21",126,0,0,0,1,0,0,0
"45","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-11,22,1,126,0,0,1,126,1,126,0,0,1,126,0,0,1,126,"5","22_28",126,0,0,0,1,0,0,0
"46","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-04,1,0,0,0,0,0,0,12,2133,4,760,8,1373,0,0,8,1373,"1","1_7",171.625,0,1,0,1,0,0,0
"47","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-03,2,0,0,1,274,-1,-274,12,2133,4,760,8,1373,0,0,8,1373,"1","1_7",171.625,0,1,0,1,0,0,0
"48","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-02,3,0,0,0,0,0,0,12,2133,3,486,9,1647,1,274,8,1373,"1","1_7",183,0.111111111111111,1,0,1,0,0,0
"49","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-01,4,0,0,0,0,0,0,12,2133,3,486,9,1647,1,274,8,1373,"1","1_7",183,0.111111111111111,1,0,1,0,0,0
"50","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-31,5,0,0,0,0,0,0,12,2133,3,486,9,1647,1,274,8,1373,"1","1_7",183,0.111111111111111,1,0,1,0,0,0
"51","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-30,6,3,567,0,0,3,567,12,2133,3,486,9,1647,1,274,8,1373,"1","1_7",183,0.111111111111111,1,0,1,0,0,0
"52","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-29,7,0,0,0,0,0,0,9,1566,3,486,6,1080,1,274,5,806,"1","1_7",180,0.166666666666667,1,0,1,0,0,0
"53","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-28,8,0,0,0,0,0,0,9,1566,3,486,6,1080,1,274,5,806,"1","8_14",180,0.166666666666667,1,0,1,0,0,0
"54","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-27,9,0,0,1,162,-1,-162,9,1566,3,486,6,1080,1,274,5,806,"1","8_14",180,0.166666666666667,1,0,1,0,0,0
"55","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-26,10,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","8_14",177.428571428571,0.285714285714286,1,0,1,0,0,0
"56","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-25,11,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","8_14",177.428571428571,0.285714285714286,1,0,1,0,0,0
"57","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-24,12,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","8_14",177.428571428571,0.285714285714286,1,0,1,0,0,0
"58","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-23,13,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","8_14",177.428571428571,0.285714285714286,1,0,1,0,0,0
"59","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-22,14,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","8_14",177.428571428571,0.285714285714286,1,0,1,0,0,0
"60","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-21,15,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"61","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-20,16,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"62","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-19,17,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"63","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-18,18,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"64","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-17,19,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"65","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-16,20,0,0,0,0,0,0,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"66","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-15,21,0,0,1,162,-1,-162,9,1566,2,324,7,1242,2,436,5,806,"1","15_21",177.428571428571,0.285714285714286,1,0,1,0,0,0
"67","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-14,22,0,0,0,0,0,0,9,1566,1,162,8,1404,3,598,5,806,"1","22_28",175.5,0.375,1,0,1,0,0,0
"68","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-13,23,5,864,1,162,4,702,9,1566,1,162,8,1404,3,598,5,806,"1","22_28",175.5,0.375,1,0,1,0,0,0
"69","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-12,24,2,324,0,0,2,324,4,702,0,0,4,702,1,162,3,540,"1","22_28",175.5,0.25,1,0,1,0,0,0
"70","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-11,25,0,0,0,0,0,0,2,378,0,0,2,378,0,0,2,378,"1","22_28",189,0,1,0,1,0,0,0
"71","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-10,26,0,0,0,0,0,0,2,378,0,0,2,378,0,0,2,378,"1","22_28",189,0,1,0,1,0,0,0
"72","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-09,27,0,0,0,0,0,0,2,378,0,0,2,378,0,0,2,378,"1","22_28",189,0,1,0,1,0,0,0
"73","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-08,28,0,0,0,0,0,0,2,378,0,0,2,378,0,0,2,378,"1","22_28",189,0,1,0,1,0,0,0
"74","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-07,29,0,0,0,0,0,0,2,378,0,0,2,378,0,0,2,378,"1","29_32",189,0,1,0,1,0,0,0
"75","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-01-06,30,2,378,0,0,2,378,2,378,0,0,2,378,0,0,2,378,"1","29_32",189,0,1,0,1,0,0,0
"76","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-02-05,1,0,0,0,0,0,0,18,3311,5,1034,13,2277,0,0,13,2277,"2","1_7",175.153846153846,0,0,0,1,0,0,0
"77","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-02-04,2,0,0,0,0,0,0,18,3311,5,1034,13,2277,0,0,13,2277,"2","1_7",175.153846153846,0,0,0,1,0,0,0
"78","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-02-03,3,0,0,1,274,-1,-274,18,3311,5,1034,13,2277,0,0,13,2277,"2","1_7",175.153846153846,0,0,0,1,0,0,0
"79","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-02-02,4,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","1_7",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"80","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-02-01,5,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","1_7",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"81","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-31,6,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","1_7",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"82","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-30,7,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","1_7",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"83","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-29,8,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","8_14",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"84","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-28,9,0,0,0,0,0,0,18,3311,4,760,14,2551,1,274,13,2277,"2","8_14",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"85","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-27,10,0,0,1,162,-1,-162,18,3311,4,760,14,2551,1,274,13,2277,"2","8_14",182.214285714286,0.0714285714285714,0,0,1,0,0,0
"86","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-26,11,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","8_14",180.866666666667,0.133333333333333,0,0,1,0,0,0
"87","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-25,12,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","8_14",180.866666666667,0.133333333333333,0,0,1,0,0,0
"88","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-24,13,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","8_14",180.866666666667,0.133333333333333,0,0,1,0,0,0
"89","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-23,14,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","8_14",180.866666666667,0.133333333333333,0,0,1,0,0,0
"90","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-22,15,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"91","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-21,16,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"92","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-20,17,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"93","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-19,18,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"94","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-18,19,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"95","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-17,20,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"96","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-16,21,0,0,0,0,0,0,18,3311,3,598,15,2713,2,436,13,2277,"2","15_21",180.866666666667,0.133333333333333,0,0,1,0,0,0
"97","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-15,22,0,0,1,162,-1,-162,18,3311,3,598,15,2713,2,436,13,2277,"2","22_28",180.866666666667,0.133333333333333,0,0,1,0,0,0
"98","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-14,23,0,0,0,0,0,0,18,3311,2,436,16,2875,3,598,13,2277,"2","22_28",179.6875,0.1875,0,0,1,0,0,0
"99","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-13,24,5,864,2,436,3,428,18,3311,2,436,16,2875,3,598,13,2277,"2","22_28",179.6875,0.1875,0,0,1,0,0,0
"100","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-12,25,9,1817,0,0,9,1817,13,2447,0,0,13,2447,2,436,11,2011,"2","22_28",188.230769230769,0.153846153846154,0,0,1,0,0,0
"101","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-11,26,0,0,0,0,0,0,4,630,0,0,4,630,0,0,4,630,"2","22_28",157.5,0,0,0,1,0,0,0
"102","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-10,27,0,0,0,0,0,0,4,630,0,0,4,630,0,0,4,630,"2","22_28",157.5,0,0,0,1,0,0,0
"103","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-09,28,0,0,0,0,0,0,4,630,0,0,4,630,0,0,4,630,"2","22_28",157.5,0,0,0,1,0,0,0
"104","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-08,29,0,0,0,0,0,0,4,630,0,0,4,630,0,0,4,630,"2","29_32",157.5,0,0,0,1,0,0,0
"105","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-07,30,0,0,0,0,0,0,4,630,0,0,4,630,0,0,4,630,"2","29_32",157.5,0,0,0,1,0,0,0
"106","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-06,31,2,378,0,0,2,378,4,630,0,0,4,630,0,0,4,630,"2","29_32",157.5,0,0,0,1,0,0,0
"107","BUSINESS TRAVEL AGENCIES",2012-02-06,2,2012-01-05,32,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"2","29_32",126,0,0,0,1,0,0,0
"108","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-06,1,0,0,0,0,0,0,17,3095,6,1196,11,1899,0,0,11,1899,"3","1_7",172.636363636364,0,0,0,1,0,0,0
"109","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-05,2,0,0,0,0,0,0,17,3095,6,1196,11,1899,0,0,11,1899,"3","1_7",172.636363636364,0,0,0,1,0,0,0
"110","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-04,3,0,0,0,0,0,0,17,3095,6,1196,11,1899,0,0,11,1899,"3","1_7",172.636363636364,0,0,0,1,0,0,0
"111","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-03,4,0,0,1,274,-1,-274,17,3095,6,1196,11,1899,0,0,11,1899,"3","1_7",172.636363636364,0,0,0,1,0,0,0
"112","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-02,5,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","1_7",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"113","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-02-01,6,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","1_7",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"114","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-31,7,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","1_7",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"115","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-30,8,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"116","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-29,9,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"117","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-28,10,0,0,0,0,0,0,17,3095,5,922,12,2173,1,274,11,1899,"3","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"118","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-27,11,0,0,1,162,-1,-162,17,3095,5,922,12,2173,1,274,11,1899,"3","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"119","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-26,12,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"120","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-25,13,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"121","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-24,14,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"122","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-23,15,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"123","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-22,16,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"124","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-21,17,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"125","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-20,18,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"126","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-19,19,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"127","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-18,20,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"128","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-17,21,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"129","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-16,22,0,0,0,0,0,0,17,3095,4,760,13,2335,2,436,11,1899,"3","22_28",179.615384615385,0.153846153846154,0,0,1,0,0,0
"130","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-15,23,0,0,1,162,-1,-162,17,3095,4,760,13,2335,2,436,11,1899,"3","22_28",179.615384615385,0.153846153846154,0,0,1,0,0,0
"131","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-14,24,1,162,1,162,0,0,17,3095,3,598,14,2497,3,598,11,1899,"3","22_28",178.357142857143,0.214285714285714,0,0,1,0,0,0
