"","product_type","stay_dt","dow","booking_dt","days_prior","daily_gross_bookings","daily_gross_rev","daily_cxl_bookings","daily_cxl_rev","daily_net_bookings","daily_net_rev","cummulative_gross_bookings","cummulative_gross_rev","cummulative_cxl_bookings","cummulative_cxl_rev","OTB","OTB_rev","OTB_to_be_cxl","OTB_rev_to_be_cxl","OTB_to_survive","OTB_rev_to_survive","day_of_week","dp_range","price","OTB_cxl_rate","day_type","OP_FENC_OTH","CORP_GROUP_TACT","UNF_WHOLE_MEM_BUS","GOVERNMENT"
"1","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-31,1,4,996,1,279,3,717,142,36374,28,6952,114,29422,5,1545,109,27877,"4","1_7",258.087719298246,0.043859649122807,0,0,0,1,0
"2","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-30,2,6,1494,2,528,4,966,138,35378,27,6673,111,28705,5,1585,106,27120,"4","1_7",258.603603603604,0.045045045045045,0,0,0,1,0
"3","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-29,3,0,0,1,239,-1,-239,132,33884,25,6145,107,27739,7,2113,100,25626,"4","1_7",259.242990654206,0.0654205607476635,0,0,0,1,0
"4","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-28,4,3,717,1,239,2,478,132,33884,24,5906,108,27978,8,2352,100,25626,"4","1_7",259.055555555556,0.0740740740740741,0,0,0,1,0
"5","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-27,5,10,2470,2,498,8,1972,129,33167,23,5667,106,27500,8,2352,98,25148,"4","1_7",259.433962264151,0.0754716981132075,0,0,0,1,0
"6","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-26,6,5,1365,1,209,4,1156,119,30697,21,5169,98,25528,10,2850,88,22678,"4","1_7",260.489795918367,0.102040816326531,0,0,0,1,0
"7","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-25,7,3,807,4,966,-1,-159,114,29332,20,4960,94,24372,10,2810,84,21562,"4","1_7",259.276595744681,0.106382978723404,0,0,0,1,0
"8","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-24,8,5,1754,0,0,5,1754,111,28525,16,3994,95,24531,12,3248,83,21283,"4","8_14",258.221052631579,0.126315789473684,0,0,0,1,0
"9","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-23,9,10,2660,1,279,9,2381,106,26771,16,3994,90,22777,11,2969,79,19808,"4","8_14",253.077777777778,0.122222222222222,0,0,0,1,0
"10","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-22,10,0,0,0,0,0,0,96,24111,15,3715,81,20396,11,2949,70,17447,"4","8_14",251.802469135802,0.135802469135802,0,0,0,1,0
"11","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-21,11,0,0,0,0,0,0,96,24111,15,3715,81,20396,11,2949,70,17447,"4","8_14",251.802469135802,0.135802469135802,0,0,0,1,0
"12","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-20,12,2,558,0,0,2,558,96,24111,15,3715,81,20396,11,2949,70,17447,"4","8_14",251.802469135802,0.135802469135802,0,0,0,1,0
"13","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-19,13,18,5191,4,1086,14,4105,94,23553,15,3715,79,19838,9,2391,70,17447,"4","8_14",251.113924050633,0.113924050632911,0,0,0,1,0
"14","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-18,14,10,2770,0,0,10,2770,76,18362,11,2629,65,15733,7,1883,58,13850,"4","8_14",242.046153846154,0.107692307692308,0,0,0,1,0
"15","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-17,15,0,0,0,0,0,0,66,15592,11,2629,55,12963,7,1883,48,11080,"4","15_21",235.690909090909,0.127272727272727,0,0,0,1,0
"16","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-16,16,6,1524,3,777,3,747,66,15592,11,2629,55,12963,7,1883,48,11080,"4","15_21",235.690909090909,0.127272727272727,0,0,0,1,0
"17","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-15,17,0,0,0,0,0,0,60,14068,8,1852,52,12216,7,1883,45,10333,"4","15_21",234.923076923077,0.134615384615385,0,0,0,1,0
"18","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-14,18,0,0,0,0,0,0,60,14068,8,1852,52,12216,7,1883,45,10333,"4","15_21",234.923076923077,0.134615384615385,0,0,0,1,0
"19","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-13,19,4,986,0,0,4,986,60,14068,8,1852,52,12216,7,1883,45,10333,"4","15_21",234.923076923077,0.134615384615385,0,0,0,1,0
"20","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-12,20,2,498,1,209,1,289,56,13082,8,1852,48,11230,5,1385,43,9845,"4","15_21",233.958333333333,0.104166666666667,0,0,0,1,0
"21","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-11,21,3,777,2,528,1,249,54,12584,7,1643,47,10941,6,1594,41,9347,"4","15_21",232.787234042553,0.127659574468085,0,0,0,1,0
"22","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-10,22,6,1743,0,0,6,1743,51,11807,5,1115,46,10692,7,1843,39,8849,"4","22_28",232.434782608696,0.152173913043478,0,0,0,1,0
"23","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-09,23,3,707,2,458,1,249,45,10064,5,1115,40,8949,5,1345,35,7604,"4","22_28",223.725,0.125,0,0,0,1,0
"24","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-08,24,0,0,0,0,0,0,42,9357,3,657,39,8700,7,1803,32,6897,"4","22_28",223.076923076923,0.179487179487179,0,0,0,1,0
"25","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-07,25,0,0,0,0,0,0,42,9357,3,657,39,8700,7,1803,32,6897,"4","22_28",223.076923076923,0.179487179487179,0,0,0,1,0
"26","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-06,26,2,458,0,0,2,458,42,9357,3,657,39,8700,7,1803,32,6897,"4","22_28",223.076923076923,0.179487179487179,0,0,0,1,0
"27","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-05,27,5,1085,1,209,4,876,40,8899,3,657,37,8242,5,1345,32,6897,"4","22_28",222.756756756757,0.135135135135135,0,0,0,1,0
"28","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-04,28,2,418,0,0,2,418,35,7814,2,448,33,7366,4,1096,29,6270,"4","22_28",223.212121212121,0.121212121212121,0,0,0,1,0
"29","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-03,29,0,0,0,0,0,0,33,7396,2,448,31,6948,4,1096,27,5852,"4","29_32",224.129032258065,0.129032258064516,0,0,0,1,0
"30","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-02,30,0,0,0,0,0,0,33,7396,2,448,31,6948,4,1096,27,5852,"4","29_32",224.129032258065,0.129032258064516,0,0,0,1,0
"31","BUSINESS TRAVEL AGENCIES",2012-02-01,4,2012-01-01,31,0,0,0,0,0,0,33,7396,2,448,31,6948,4,1096,27,5852,"4","29_32",224.129032258065,0.129032258064516,0,0,0,1,0
"32","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-02-01,1,9,1831,1,279,8,1552,121,27678.2,23,5607,98,22071.2,0,0,98,22071.2,"5","1_7",225.216326530612,0,0,0,0,1,0
"33","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-31,2,8,1592,0,0,8,1592,112,25847.2,22,5328,90,20519.2,1,279,89,20240.2,"5","1_7",227.991111111111,0.0111111111111111,0,0,0,1,0
"34","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-30,3,10,2030,0,0,10,2030,104,24255.2,22,5328,82,18927.2,1,279,81,18648.2,"5","1_7",230.819512195122,0.0121951219512195,0,0,0,1,0
"35","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-29,4,0,0,1,239,-1,-239,94,22225.2,22,5328,72,16897.2,1,279,71,16618.2,"5","1_7",234.683333333333,0.0138888888888889,0,0,0,1,0
"36","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-28,5,2,478,0,0,2,478,94,22225.2,21,5089,73,17136.2,2,518,71,16618.2,"5","1_7",234.742465753425,0.0273972602739726,0,0,0,1,0
"37","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-27,6,10,2380,3,747,7,1633,92,21747.2,21,5089,71,16658.2,2,518,69,16140.2,"5","1_7",234.622535211268,0.028169014084507,0,0,0,1,0
"38","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-26,7,5,1245,1,209,4,1036,82,19367.2,18,4342,64,15025.2,5,1265,59,13760.2,"5","1_7",234.76875,0.078125,0,0,0,1,0
"39","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-25,8,3,747,4,916,-1,-169,77,18122.2,17,4133,60,13989.2,6,1474,54,12515.2,"5","8_14",233.153333333333,0.1,0,0,0,1,0
"40","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-24,9,5,1554,0,0,5,1554,74,17375.2,13,3217,61,14158.2,9,2141,52,12017.2,"5","8_14",232.101639344262,0.147540983606557,0,0,0,1,0
"41","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-23,10,1,249,0,0,1,249,69,15821.2,13,3217,56,12604.2,7,1613,49,10991.2,"5","8_14",225.075,0.125,0,0,0,1,0
"42","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-22,11,0,0,0,0,0,0,68,15572.2,13,3217,55,12355.2,7,1613,48,10742.2,"5","8_14",224.64,0.127272727272727,0,0,0,1,0
"43","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-21,12,0,0,0,0,0,0,68,15572.2,13,3217,55,12355.2,7,1613,48,10742.2,"5","8_14",224.64,0.127272727272727,0,0,0,1,0
"44","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-20,13,2,498,0,0,2,498,68,15572.2,13,3217,55,12355.2,7,1613,48,10742.2,"5","8_14",224.64,0.127272727272727,0,0,0,1,0
"45","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-19,14,5,1255,1,249,4,1006,66,15074.2,13,3217,53,11857.2,7,1613,46,10244.2,"5","8_14",223.720754716981,0.132075471698113,0,0,0,1,0
"46","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-18,15,0,0,0,0,0,0,61,13819.2,12,2968,49,10851.2,5,1135,44,9716.2,"5","15_21",221.45306122449,0.102040816326531,0,0,0,1,0
"47","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-17,16,3,837,0,0,3,837,61,13819.2,12,2968,49,10851.2,5,1135,44,9716.2,"5","15_21",221.45306122449,0.102040816326531,0,0,0,1,0
"48","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-16,17,6,1524,3,777,3,747,58,12982.2,12,2968,46,10014.2,5,1135,41,8879.2,"5","15_21",217.7,0.108695652173913,0,0,0,1,0
"49","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-15,18,0,0,0,0,0,0,52,11458.2,9,2191,43,9267.2,5,1135,38,8132.2,"5","15_21",215.516279069767,0.116279069767442,0,0,0,1,0
"50","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-14,19,0,0,0,0,0,0,52,11458.2,9,2191,43,9267.2,5,1135,38,8132.2,"5","15_21",215.516279069767,0.116279069767442,0,0,0,1,0
"51","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-13,20,3,777,0,0,3,777,52,11458.2,9,2191,43,9267.2,5,1135,38,8132.2,"5","15_21",215.516279069767,0.116279069767442,0,0,0,1,0
"52","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-12,21,0,0,1,209,-1,-209,49,10681.2,9,2191,40,8490.2,3,637,37,7853.2,"5","15_21",212.255,0.075,0,0,0,1,0
"53","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-11,22,11,2719.2,5,1275,6,1444.2,49,10681.2,8,1982,41,8699.2,4,846,37,7853.2,"5","22_28",212.175609756098,0.0975609756097561,0,0,0,1,0
"54","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-10,23,4,996,0,0,4,996,38,7962,3,707,35,7255,5,1095,30,6160,"5","22_28",207.285714285714,0.142857142857143,0,0,0,1,0
"55","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-09,24,3,707,0,0,3,707,34,6966,3,707,31,6259,4,846,27,5413,"5","22_28",201.903225806452,0.129032258064516,0,0,0,1,0
"56","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-08,25,0,0,0,0,0,0,31,6259,3,707,28,5552,4,846,24,4706,"5","22_28",198.285714285714,0.142857142857143,0,0,0,1,0
"57","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-07,26,0,0,0,0,0,0,31,6259,3,707,28,5552,4,846,24,4706,"5","22_28",198.285714285714,0.142857142857143,0,0,0,1,0
"58","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-06,27,3,747,2,498,1,249,31,6259,3,707,28,5552,4,846,24,4706,"5","22_28",198.285714285714,0.142857142857143,0,0,0,1,0
"59","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-05,28,3,627,1,209,2,418,28,5512,1,209,27,5303,5,1095,22,4208,"5","22_28",196.407407407407,0.185185185185185,0,0,0,1,0
"60","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-04,29,0,0,0,0,0,0,25,4885,0,0,25,4885,5,1095,20,3790,"5","29_32",195.4,0.2,0,0,0,1,0
"61","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-03,30,3,747,0,0,3,747,25,4885,0,0,25,4885,5,1095,20,3790,"5","29_32",195.4,0.2,0,0,0,1,0
"62","BUSINESS TRAVEL AGENCIES",2012-02-02,5,2012-01-02,31,0,0,0,0,0,0,22,4138,0,0,22,4138,4,846,18,3292,"5","29_32",188.090909090909,0.181818181818182,0,0,0,1,0
"63","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-02-02,1,0,0,0,0,0,0,28,6252.2,6,1354,22,4898.2,0,0,22,4898.2,"6","1_7",222.645454545455,0,1,0,0,1,0
"64","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-02-01,2,0,0,0,0,0,0,28,6252.2,6,1354,22,4898.2,0,0,22,4898.2,"6","1_7",222.645454545455,0,1,0,0,1,0
"65","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-31,3,0,0,0,0,0,0,28,6252.2,6,1354,22,4898.2,0,0,22,4898.2,"6","1_7",222.645454545455,0,1,0,0,1,0
"66","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-30,4,6,1284,2,428,4,856,28,6252.2,6,1354,22,4898.2,0,0,22,4898.2,"6","1_7",222.645454545455,0,1,0,0,1,0
"67","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-29,5,0,0,0,0,0,0,22,4968.2,4,926,18,4042.2,0,0,18,4042.2,"6","1_7",224.566666666667,0,1,0,0,1,0
"68","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-28,6,0,0,0,0,0,0,22,4968.2,4,926,18,4042.2,0,0,18,4042.2,"6","1_7",224.566666666667,0,1,0,0,1,0
"69","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-27,7,3,717,0,0,3,717,22,4968.2,4,926,18,4042.2,0,0,18,4042.2,"6","1_7",224.566666666667,0,1,0,0,1,0
"70","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-26,8,0,0,0,0,0,0,19,4251.2,4,926,15,3325.2,0,0,15,3325.2,"6","8_14",221.68,0,1,0,0,1,0
"71","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-25,9,0,0,1,179,-1,-179,19,4251.2,4,926,15,3325.2,0,0,15,3325.2,"6","8_14",221.68,0,1,0,0,1,0
"72","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-24,10,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","8_14",219.0125,0.0625,1,0,0,1,0
"73","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-23,11,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","8_14",219.0125,0.0625,1,0,0,1,0
"74","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-22,12,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","8_14",219.0125,0.0625,1,0,0,1,0
"75","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-21,13,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","8_14",219.0125,0.0625,1,0,0,1,0
"76","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-20,14,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","8_14",219.0125,0.0625,1,0,0,1,0
"77","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-19,15,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","15_21",219.0125,0.0625,1,0,0,1,0
"78","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-18,16,0,0,0,0,0,0,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","15_21",219.0125,0.0625,1,0,0,1,0
"79","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-17,17,3,837,0,0,3,837,19,4251.2,3,747,16,3504.2,1,179,15,3325.2,"6","15_21",219.0125,0.0625,1,0,0,1,0
"80","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-16,18,0,0,0,0,0,0,16,3414.2,3,747,13,2667.2,1,179,12,2488.2,"6","15_21",205.169230769231,0.0769230769230769,1,0,0,1,0
"81","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-15,19,0,0,0,0,0,0,16,3414.2,3,747,13,2667.2,1,179,12,2488.2,"6","15_21",205.169230769231,0.0769230769230769,1,0,0,1,0
"82","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-14,20,0,0,0,0,0,0,16,3414.2,3,747,13,2667.2,1,179,12,2488.2,"6","15_21",205.169230769231,0.0769230769230769,1,0,0,1,0
"83","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-13,21,1,279,0,0,1,279,16,3414.2,3,747,13,2667.2,1,179,12,2488.2,"6","15_21",205.169230769231,0.0769230769230769,1,0,0,1,0
"84","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-12,22,0,0,0,0,0,0,15,3135.2,3,747,12,2388.2,1,179,11,2209.2,"6","22_28",199.016666666667,0.0833333333333333,1,0,0,1,0
"85","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-11,23,4,946.2,2,498,2,448.2,15,3135.2,3,747,12,2388.2,1,179,11,2209.2,"6","22_28",199.016666666667,0.0833333333333333,1,0,0,1,0
"86","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-10,24,0,0,0,0,0,0,11,2189,1,249,10,1940,1,179,9,1761,"6","22_28",194,0.1,1,0,0,1,0
"87","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-09,25,0,0,0,0,0,0,11,2189,1,249,10,1940,1,179,9,1761,"6","22_28",194,0.1,1,0,0,1,0
"88","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-08,26,0,0,0,0,0,0,11,2189,1,249,10,1940,1,179,9,1761,"6","22_28",194,0.1,1,0,0,1,0
"89","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-07,27,0,0,0,0,0,0,11,2189,1,249,10,1940,1,179,9,1761,"6","22_28",194,0.1,1,0,0,1,0
"90","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-06,28,0,0,1,249,-1,-249,11,2189,1,249,10,1940,1,179,9,1761,"6","22_28",194,0.1,1,0,0,1,0
"91","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-05,29,2,418,0,0,2,418,11,2189,0,0,11,2189,2,428,9,1761,"6","29_32",199,0.181818181818182,1,0,0,1,0
"92","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-04,30,0,0,0,0,0,0,9,1771,0,0,9,1771,2,428,7,1343,"6","29_32",196.777777777778,0.222222222222222,1,0,0,1,0
"93","BUSINESS TRAVEL AGENCIES",2012-02-03,6,2012-01-03,31,1,249,0,0,1,249,9,1771,0,0,9,1771,2,428,7,1343,"6","29_32",196.777777777778,0.222222222222222,1,0,0,1,0
"94","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-02-03,1,0,0,0,0,0,0,30,6490,6,1314,24,5176,0,0,24,5176,"7","1_7",215.666666666667,0,1,0,0,1,0
"95","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-02-02,2,0,0,0,0,0,0,30,6490,6,1314,24,5176,0,0,24,5176,"7","1_7",215.666666666667,0,1,0,0,1,0
"96","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-02-01,3,0,0,0,0,0,0,30,6490,6,1314,24,5176,0,0,24,5176,"7","1_7",215.666666666667,0,1,0,0,1,0
"97","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-31,4,0,0,0,0,0,0,30,6490,6,1314,24,5176,0,0,24,5176,"7","1_7",215.666666666667,0,1,0,0,1,0
"98","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-30,5,7,1483,2,428,5,1055,30,6490,6,1314,24,5176,0,0,24,5176,"7","1_7",215.666666666667,0,1,0,0,1,0
"99","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-29,6,0,0,0,0,0,0,23,5007,4,886,19,4121,0,0,19,4121,"7","1_7",216.894736842105,0,1,0,0,1,0
"100","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-28,7,0,0,0,0,0,0,23,5007,4,886,19,4121,0,0,19,4121,"7","1_7",216.894736842105,0,1,0,0,1,0
"101","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-27,8,0,0,0,0,0,0,23,5007,4,886,19,4121,0,0,19,4121,"7","8_14",216.894736842105,0,1,0,0,1,0
"102","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-26,9,0,0,0,0,0,0,23,5007,4,886,19,4121,0,0,19,4121,"7","8_14",216.894736842105,0,1,0,0,1,0
"103","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-25,10,0,0,1,179,-1,-179,23,5007,4,886,19,4121,0,0,19,4121,"7","8_14",216.894736842105,0,1,0,0,1,0
"104","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-24,11,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","8_14",215,0.05,1,0,0,1,0
"105","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-23,12,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","8_14",215,0.05,1,0,0,1,0
"106","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-22,13,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","8_14",215,0.05,1,0,0,1,0
"107","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-21,14,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","8_14",215,0.05,1,0,0,1,0
"108","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-20,15,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","15_21",215,0.05,1,0,0,1,0
"109","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-19,16,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","15_21",215,0.05,1,0,0,1,0
"110","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-18,17,0,0,0,0,0,0,23,5007,3,707,20,4300,1,179,19,4121,"7","15_21",215,0.05,1,0,0,1,0
"111","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-17,18,3,837,0,0,3,837,23,5007,3,707,20,4300,1,179,19,4121,"7","15_21",215,0.05,1,0,0,1,0
"112","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-16,19,0,0,0,0,0,0,20,4170,3,707,17,3463,1,179,16,3284,"7","15_21",203.705882352941,0.0588235294117647,1,0,0,1,0
"113","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-15,20,0,0,0,0,0,0,20,4170,3,707,17,3463,1,179,16,3284,"7","15_21",203.705882352941,0.0588235294117647,1,0,0,1,0
"114","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-14,21,0,0,0,0,0,0,20,4170,3,707,17,3463,1,179,16,3284,"7","15_21",203.705882352941,0.0588235294117647,1,0,0,1,0
"115","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-13,22,1,279,0,0,1,279,20,4170,3,707,17,3463,1,179,16,3284,"7","22_28",203.705882352941,0.0588235294117647,1,0,0,1,0
"116","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-12,23,0,0,0,0,0,0,19,3891,3,707,16,3184,1,179,15,3005,"7","22_28",199,0.0625,1,0,0,1,0
"117","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-11,24,5,1245,2,498,3,747,19,3891,3,707,16,3184,1,179,15,3005,"7","22_28",199,0.0625,1,0,0,1,0
"118","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-10,25,0,0,0,0,0,0,14,2646,1,209,13,2437,1,179,12,2258,"7","22_28",187.461538461538,0.0769230769230769,1,0,0,1,0
"119","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-09,26,0,0,0,0,0,0,14,2646,1,209,13,2437,1,179,12,2258,"7","22_28",187.461538461538,0.0769230769230769,1,0,0,1,0
"120","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-08,27,0,0,0,0,0,0,14,2646,1,209,13,2437,1,179,12,2258,"7","22_28",187.461538461538,0.0769230769230769,1,0,0,1,0
"121","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-07,28,0,0,0,0,0,0,14,2646,1,209,13,2437,1,179,12,2258,"7","22_28",187.461538461538,0.0769230769230769,1,0,0,1,0
"122","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-06,29,0,0,0,0,0,0,14,2646,1,209,13,2437,1,179,12,2258,"7","29_32",187.461538461538,0.0769230769230769,1,0,0,1,0
"123","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-05,30,2,318,0,0,2,318,14,2646,1,209,13,2437,1,179,12,2258,"7","29_32",187.461538461538,0.0769230769230769,1,0,0,1,0
"124","BUSINESS TRAVEL AGENCIES",2012-02-04,7,2012-01-04,31,0,0,0,0,0,0,12,2328,1,209,11,2119,1,179,10,1940,"7","29_32",192.636363636364,0.0909090909090909,1,0,0,1,0
"125","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-04,1,0,0,0,0,0,0,58,12728,5,1135,53,11593,1,279,52,11314,"1","1_7",218.735849056604,0.0188679245283019,1,0,0,1,0
"126","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-03,2,0,0,0,0,0,0,58,12728,5,1135,53,11593,1,279,52,11314,"1","1_7",218.735849056604,0.0188679245283019,1,0,0,1,0
"127","BUSINESS TRAVEL AGENCIES",2012-02-05,1,2012-02-02,3,0,0,0,0,0,0,58,12728,5,1135,53,11593,1,279,52,11314,"1","1_7",218.735849056604,0.0188679245283019,1,0,0,1,0
